data,mandante,placar_m,placar_v,visitante,p_m,p_v,tc_m,tc_v,cg_m,cg_v,d_m,d_v,local,campeonato,links
2021-09-12,Fortaleza,2,1,Bahia,0.52,0.48,14,9,6,6,0.56,0.44,Castelão,Brasileirão Série A,/pt-br/match/2205040
2021-09-12,Grêmio,4,3,Atlético-MG,0.37,0.63,7,13,4,7,0.48,0.52,Grêmio Arena,Brasileirão Série A,/pt-br/match/2205041
2021-09-12,Juventude,1,0,Corinthians,0.44,0.56,17,1,6,1,0.56,0.44,Alfredo Jaconi,Brasileirão Série A,/pt-br/match/2205042
2021-09-12,Palmeiras,1,0,Ceará,0.31,0.69,12,31,2,9,0.45,0.55,Arena Barueri,Brasileirão Série A,/pt-br/match/2205043
2021-09-12,Red Bull Bragantino,1,0,Internacional,0.44,0.56,23,4,4,1,0.53,0.47,Estádio Nabi Abi Chedid,Brasileirão Série A,/pt-br/match/2205044
2021-09-12,Santos,1,1,Cuiabá,0.62,0.38,13,8,5,3,0.53,0.47,Estádio Vila Belmiro (Urbano Caldeira),Brasileirão Série A,/pt-br/match/2205045
2021-09-12,América-MG,2,0,São Paulo,0.45,0.55,19,11,4,2,0.54,0.46,Estádio Raimundo Sampaio (Independência),Brasileirão Série A,/pt-br/match/2205046
2021-09-12,Sport Recife,1,1,Athletico Paranaense,0.63,0.37,18,7,6,4,0.54,0.46,Arena Pernambuco,Brasileirão Série A,/pt-br/match/2205037
2021-09-12,Atlético-GO,2,0,Flamengo,0.52,0.48,13,12,3,6,0.45,0.55,Estádio Antônio Accioly,Brasileirão Série A,/pt-br/match/2205038
2021-09-12,Fluminense,3,0,Chapecoense,0.68,0.32,22,3,8,0,0.51,0.49,Estadio do Maracanã,Brasileirão Série A,/pt-br/match/2205039
2021-06-12,Chapecoense,0,1,Sport Recife,0.29,0.71,14,25,6,4,0.55,0.45,Arena Condá,Brasileirão Série A,/pt-br/match/2205031
2021-06-12,Cuiabá,1,0,Fortaleza,0.36,0.64,8,13,1,3,0.49,0.51,Arena Pantanal,Brasileirão Série A,/pt-br/match/2205033
2021-06-12,Flamengo,0,1,Santos,0.64,0.36,9,9,4,4,0.41,0.59,Estadio do Maracanã,Brasileirão Série A,/pt-br/match/2205034
2021-06-12,Internacional,1,2,Atlético-GO,0.61,0.39,23,11,6,4,0.51,0.49,Estadio Beira-Rio,Brasileirão Série A,/pt-br/match/2205035
2021-06-12,Athletico Paranaense,0,0,Palmeiras,0.72,0.28,23,4,4,0,0.53,0.47,Arena da Baixada,Brasileirão Série A,/pt-br/match/2205027
2021-06-12,São Paulo,3,1,Juventude,0.54,0.46,13,9,6,3,0.44,0.56,Estadio Cicero Pompeu de Toledo (Morumbi),Brasileirão Série A,/pt-br/match/2205032
2021-05-12,Ceará,0,0,América-MG,0.53,0.47,15,18,3,1,0.55,0.46,Castelão,Brasileirão Série A,/pt-br/match/2205030
2021-05-12,Atlético-MG,4,3,Red Bull Bragantino,0.62,0.38,13,18,6,11,0.5,0.5,Estadio Mineirão,Brasileirão Série A,/pt-br/match/2205028
2021-05-12,Bahia,2,0,Fluminense,0.37,0.63,14,9,6,1,0.59,0.41,Arena Fonte Nova,Brasileirão Série A,/pt-br/match/2205029
2021-05-12,Corinthians,1,1,Grêmio,0.72,0.28,11,12,3,3,0.61,0.39,Neo Química Arena,Brasileirão Série A,/pt-br/match/2205036
2021-03-12,Fortaleza,1,0,Juventude,0.53,0.47,15,11,4,3,0.47,0.53,Castelão,Brasileirão Série A,/pt-br/match/2205023
2021-03-12,Chapecoense,0,1,Atlético-GO,0.43,0.57,8,9,0,1,0.48,0.52,Arena Condá,Brasileirão Série A,/pt-br/match/2205019
2021-11-30,Cuiabá,1,3,Palmeiras,0.59,0.41,21,13,6,5,0.47,0.53,Arena Pantanal,Brasileirão Série A,/pt-br/match/2205021
2021-11-30,Flamengo,2,1,Ceará,0.52,0.48,15,12,5,4,0.58,0.43,Estadio do Maracanã,Brasileirão Série A,/pt-br/match/2205022
2021-11-28,Internacional,1,1,Santos,0.54,0.46,17,13,6,5,0.53,0.48,Estadio Beira-Rio,Brasileirão Série A,/pt-br/match/2205024
2021-11-28,Atlético-MG,2,1,Fluminense,0.48,0.52,9,6,4,4,0.54,0.46,Estadio Mineirão,Brasileirão Série A,/pt-br/match/2205017
2021-11-28,Corinthians,1,0,Athletico Paranaense,0.66,0.34,16,11,5,2,0.48,0.52,Neo Química Arena,Brasileirão Série A,/pt-br/match/2205020
2021-11-27,São Paulo,2,0,Sport Recife,0.49,0.51,20,7,9,4,0.53,0.48,Estadio Cicero Pompeu de Toledo (Morumbi),Brasileirão Série A,/pt-br/match/2205026
2021-11-27,Red Bull Bragantino,1,1,América-MG,0.51,0.49,11,13,5,3,0.44,0.56,Estádio Nabi Abi Chedid,Brasileirão Série A,/pt-br/match/2205025
2021-11-26,Bahia,3,1,Grêmio,0.34,0.66,13,11,6,3,0.47,0.53,Arena Fonte Nova,Brasileirão Série A,/pt-br/match/2205018
2021-03-12,Sport Recife,1,1,Flamengo,0.47,0.53,15,22,9,7,0.49,0.51,Arena Pernambuco,Brasileirão Série A,/pt-br/match/2205007
2021-03-12,Athletico Paranaense,1,0,Cuiabá,0.65,0.35,19,8,3,1,0.46,0.54,Arena da Baixada,Brasileirão Série A,/pt-br/match/2205008
2021-02-12,Grêmio,3,0,São Paulo,0.45,0.55,17,5,8,1,0.49,0.51,Grêmio Arena,Brasileirão Série A,/pt-br/match/2205012
2021-11-30,América-MG,3,0,Chapecoense,0.53,0.47,24,10,7,3,0.56,0.44,Estádio Raimundo Sampaio (Independência),Brasileirão Série A,/pt-br/match/2205016
2021-11-30,Juventude,1,0,Red Bull Bragantino,0.46,0.54,9,13,2,0,0.53,0.47,Alfredo Jaconi,Brasileirão Série A,/pt-br/match/2205013
2021-11-29,Atlético-GO,2,1,Bahia,0.48,0.52,12,14,3,2,0.55,0.46,Estádio Antônio Accioly,Brasileirão Série A,/pt-br/match/2205015
2021-11-25,Ceará,2,1,Corinthians,0.37,0.63,15,15,5,6,0.44,0.56,Castelão,Brasileirão Série A,/pt-br/match/2205010
2021-11-25,Santos,2,0,Fortaleza,0.56,0.44,15,11,6,2,0.47,0.53,Estádio Vila Belmiro (Urbano Caldeira),Brasileirão Série A,/pt-br/match/2205009
2021-11-24,Fluminense,1,0,Internacional,0.3,0.7,9,14,1,4,0.51,0.49,Estadio do Maracanã,Brasileirão Série A,/pt-br/match/2205011
2021-11-23,Palmeiras,2,2,Atlético-MG,0.43,0.57,11,15,7,5,0.61,0.39,Allianz Parque,Brasileirão Série A,/pt-br/match/2205014
2021-11-18,Sport Recife,1,0,Bahia,0.42,0.58,16,14,4,4,0.48,0.52,Arena Pernambuco,Brasileirão Série A,/pt-br/match/2204987
2021-11-17,Flamengo,1,0,Corinthians,0.57,0.43,22,6,6,1,0.49,0.51,Estadio do Maracanã,Brasileirão Série A,/pt-br/match/2204990
2021-11-17,Juventude,1,0,Fluminense,0.33,0.67,15,7,7,1,0.53,0.47,Alfredo Jaconi,Brasileirão Série A,/pt-br/match/2204993
2021-11-17,Palmeiras,0,2,São Paulo,0.57,0.43,16,16,4,6,0.51,0.5,Allianz Parque,Brasileirão Série A,/pt-br/match/2204994
2021-11-17,Fortaleza,0,4,Ceará,0.63,0.37,17,13,8,5,0.46,0.54,Castelão,Brasileirão Série A,/pt-br/match/2204996
2021-11-17,América-MG,0,0,Atlético-GO,0.59,0.41,23,14,4,1,0.55,0.46,Estádio Raimundo Sampaio (Independência),Brasileirão Série A,/pt-br/match/2204991
2021-11-17,Santos,2,0,Chapecoense,0.43,0.57,9,15,3,5,0.54,0.46,Estádio Vila Belmiro (Urbano Caldeira),Brasileirão Série A,/pt-br/match/2204995
2021-11-17,Cuiabá,1,0,Internacional,0.48,0.52,21,11,5,4,0.56,0.44,Arena Pantanal,Brasileirão Série A,/pt-br/match/2204989
2021-11-16,Grêmio,3,0,Red Bull Bragantino,0.53,0.47,25,7,10,2,0.55,0.45,Grêmio Arena,Brasileirão Série A,/pt-br/match/2204992
2021-11-16,Athletico Paranaense,0,1,Atlético-MG,0.44,0.56,8,9,1,2,0.51,0.5,Arena da Baixada,Brasileirão Série A,/pt-br/match/2204988
2021-02-12,Bahia,2,3,Atlético-MG,0.47,0.53,13,19,3,9,0.46,0.54,Arena Fonte Nova,Brasileirão Série A,/pt-br/match/2204977
2021-11-14,Ceará,2,1,Sport Recife,0.38,0.62,12,21,3,8,0.5,0.51,Castelão,Brasileirão Série A,/pt-br/match/2204980
2021-11-14,Chapecoense,0,2,Juventude,0.55,0.45,12,10,4,3,0.49,0.51,Arena Condá,Brasileirão Série A,/pt-br/match/2204981
2021-11-14,Fluminense,2,1,Palmeiras,0.53,0.47,9,11,3,4,0.55,0.45,Estadio do Maracanã,Brasileirão Série A,/pt-br/match/2204983
2021-11-14,São Paulo,0,4,Flamengo,0.4,0.6,6,15,3,7,0.42,0.58,Estadio Cicero Pompeu de Toledo (Morumbi),Brasileirão Série A,/pt-br/match/2204986
2021-11-13,Corinthians,3,2,Cuiabá,0.55,0.45,12,9,4,6,0.46,0.55,Neo Química Arena,Brasileirão Série A,/pt-br/match/2204982
2021-11-13,Internacional,2,1,Athletico Paranaense,0.47,0.53,16,10,4,1,0.51,0.5,Estadio Beira-Rio,Brasileirão Série A,/pt-br/match/2204984
2021-11-13,Red Bull Bragantino,3,0,Fortaleza,0.44,0.56,11,13,5,2,0.43,0.57,Estádio Nabi Abi Chedid,Brasileirão Série A,/pt-br/match/2204985
2021-11-13,América-MG,3,1,Grêmio,0.4,0.6,12,26,6,8,0.52,0.48,Estádio Raimundo Sampaio (Independência),Brasileirão Série A,/pt-br/match/2204979
2021-11-13,Atlético-GO,0,0,Santos,0.66,0.34,9,6,3,0,0.5,0.5,Estádio Antônio Accioly,Brasileirão Série A,/pt-br/match/2204978
2021-11-23,Atlético-GO,1,1,Juventude,0.51,0.49,15,12,8,5,0.48,0.52,Estádio Antônio Accioly,Brasileirão Série A,/pt-br/match/2204966
2021-08-11,Chapecoense,2,2,Flamengo,0.4,0.6,14,21,3,10,0.41,0.59,Arena Condá,Brasileirão Série A,/pt-br/match/2204961
2021-07-11,Ceará,1,0,Cuiabá,0.49,0.51,16,7,4,1,0.49,0.51,Castelão,Brasileirão Série A,/pt-br/match/2204960
2021-07-11,Bahia,1,0,São Paulo,0.43,0.57,15,8,4,3,0.59,0.41,Arena Fonte Nova,Brasileirão Série A,/pt-br/match/2204965
2021-07-11,Santos,0,2,Palmeiras,0.49,0.51,12,15,4,6,0.53,0.47,Estádio Vila Belmiro (Urbano Caldeira),Brasileirão Série A,/pt-br/match/2204957
2021-07-11,Atlético-MG,1,0,América-MG,0.57,0.43,18,16,7,4,0.42,0.58,Estadio Mineirão,Brasileirão Série A,/pt-br/match/2204958
2021-07-11,Red Bull Bragantino,0,2,Athletico Paranaense,0.59,0.41,11,8,3,5,0.51,0.5,Estádio Nabi Abi Chedid,Brasileirão Série A,/pt-br/match/2204959
2021-06-11,Fluminense,1,0,Sport Recife,0.62,0.38,21,8,3,2,0.54,0.46,Estadio do Maracanã,Brasileirão Série A,/pt-br/match/2204963
2021-06-11,Internacional,1,0,Grêmio,0.39,0.61,9,8,2,5,0.5,0.5,Estadio Beira-Rio,Brasileirão Série A,/pt-br/match/2204964
2021-06-11,Corinthians,1,0,Fortaleza,0.59,0.41,14,9,6,2,0.49,0.51,Neo Química Arena,Brasileirão Série A,/pt-br/match/2204962
2021-11-11,Flamengo,3,0,Bahia,0.68,0.32,17,7,6,2,0.48,0.52,Estadio do Maracanã,Brasileirão Série A,/pt-br/match/2204970
2021-10-11,Fortaleza,1,1,São Paulo,0.4,0.6,15,11,3,3,0.54,0.46,Castelão,Brasileirão Série A,/pt-br/match/2204971
2021-10-11,Juventude,2,1,Internacional,0.46,0.54,14,14,3,3,0.52,0.48,Alfredo Jaconi,Brasileirão Série A,/pt-br/match/2204973
2021-10-11,Sport Recife,2,3,América-MG,0.41,0.59,11,14,3,6,0.48,0.53,Arena Pernambuco,Brasileirão Série A,/pt-br/match/2204976
2021-10-11,Palmeiras,4,0,Atlético-GO,0.49,0.51,14,10,7,0,0.54,0.46,Allianz Parque,Brasileirão Série A,/pt-br/match/2204974
2021-10-11,Atlético-MG,3,0,Corinthians,0.46,0.54,11,7,5,0,0.38,0.62,Estadio Mineirão,Brasileirão Série A,/pt-br/match/2204968
2021-10-11,Santos,2,0,Red Bull Bragantino,0.42,0.58,11,14,5,3,0.49,0.51,Estádio Vila Belmiro (Urbano Caldeira),Brasileirão Série A,/pt-br/match/2204975
2021-10-11,Athletico Paranaense,2,1,Ceará,0.52,0.48,13,14,4,4,0.41,0.59,Arena da Baixada,Brasileirão Série A,/pt-br/match/2204967
2021-09-11,Grêmio,1,0,Fluminense,0.46,0.54,25,11,7,5,0.45,0.55,Grêmio Arena,Brasileirão Série A,/pt-br/match/2204972
2021-04-11,Cuiabá,0,0,Chapecoense,0.57,0.43,16,7,3,2,0.52,0.48,Arena Pantanal,Brasileirão Série A,/pt-br/match/2204969
2021-01-11,Corinthians,1,0,Chapecoense,0.8,0.2,18,2,5,2,0.55,0.45,Neo Química Arena,Brasileirão Série A,/pt-br/match/2204950
2021-01-11,Cuiabá,1,0,Red Bull Bragantino,0.58,0.42,20,13,6,8,0.58,0.42,Arena Pantanal,Brasileirão Série A,/pt-br/match/2204951
2021-10-31,Sport Recife,2,0,Atlético-GO,0.49,0.51,22,16,6,3,0.57,0.43,Arena Pernambuco,Brasileirão Série A,/pt-br/match/2204955
2021-10-31,São Paulo,1,0,Internacional,0.53,0.47,21,9,8,3,0.56,0.44,Estadio Cicero Pompeu de Toledo (Morumbi),Brasileirão Série A,/pt-br/match/2204953
2021-10-31,Ceará,1,0,Fluminense,0.27,0.73,8,17,2,0,0.46,0.54,Castelão,Brasileirão Série A,/pt-br/match/2204949
2021-10-31,Grêmio,1,3,Palmeiras,0.49,0.51,15,11,5,5,0.49,0.51,Grêmio Arena,Brasileirão Série A,/pt-br/match/2204956
2021-10-30,América-MG,2,1,Fortaleza,0.45,0.55,23,12,8,8,0.5,0.5,Estádio Raimundo Sampaio (Independência),Brasileirão Série A,/pt-br/match/2204947
2021-10-30,Juventude,0,0,Bahia,0.6,0.4,18,9,3,0,0.48,0.52,Alfredo Jaconi,Brasileirão Série A,/pt-br/match/2204954
2021-10-30,Flamengo,1,0,Atlético-MG,0.37,0.63,8,16,3,2,0.47,0.53,Estadio do Maracanã,Brasileirão Série A,/pt-br/match/2204952
2021-10-30,Athletico Paranaense,0,1,Santos,0.67,0.33,29,10,6,2,0.47,0.53,Arena da Baixada,Brasileirão Série A,/pt-br/match/2204948
2021-11-24,São Paulo,0,0,Athletico Paranaense,0.71,0.29,20,3,2,0,0.57,0.43,Estadio Cicero Pompeu de Toledo (Morumbi),Brasileirão Série A,/pt-br/match/2204997
2021-11-21,Bahia,0,0,Cuiabá,0.55,0.45,19,8,3,0,0.47,0.53,Arena Fonte Nova,Brasileirão Série A,/pt-br/match/2205002
2021-11-21,Fluminense,2,0,América-MG,0.48,0.52,11,9,5,3,0.55,0.45,Estadio do Maracanã,Brasileirão Série A,/pt-br/match/2204999
2021-11-21,Corinthians,2,0,Santos,0.65,0.35,23,9,11,1,0.63,0.37,Neo Química Arena,Brasileirão Série A,/pt-br/match/2205001
2021-11-20,Internacional,1,2,Flamengo,0.52,0.48,22,15,9,8,0.43,0.57,Estadio Beira-Rio,Brasileirão Série A,/pt-br/match/2205004
2021-11-20,Atlético-GO,1,1,Ceará,0.6,0.4,20,5,4,2,0.61,0.39,Estádio Antônio Accioly,Brasileirão Série A,/pt-br/match/2205006
2021-11-20,Atlético-MG,2,0,Juventude,0.61,0.39,18,2,5,0,0.46,0.54,Estadio Mineirão,Brasileirão Série A,/pt-br/match/2204998
2021-11-20,Chapecoense,1,3,Grêmio,0.37,0.63,10,24,4,6,0.43,0.57,Arena Condá,Brasileirão Série A,/pt-br/match/2205000
2021-11-20,Fortaleza,1,0,Palmeiras,0.33,0.67,8,13,3,4,0.39,0.61,Castelão,Brasileirão Série A,/pt-br/match/2205003
2021-10-28,Red Bull Bragantino,3,0,Sport Recife,0.45,0.55,16,17,3,4,0.51,0.5,Estádio Nabi Abi Chedid,Brasileirão Série A,/pt-br/match/2205005
2021-10-25,Palmeiras,2,1,Sport Recife,0.65,0.35,37,6,16,1,0.57,0.43,Allianz Parque,Brasileirão Série A,/pt-br/match/2204944
2021-10-25,Atlético-GO,2,0,Grêmio,0.46,0.54,11,19,6,5,0.51,0.49,Estádio Antônio Accioly,Brasileirão Série A,/pt-br/match/2204941
2021-10-24,Bahia,3,0,Chapecoense,0.53,0.47,15,11,6,1,0.53,0.47,Arena Fonte Nova,Brasileirão Série A,/pt-br/match/2204939
2021-10-24,Red Bull Bragantino,1,0,São Paulo,0.44,0.56,16,15,5,5,0.5,0.5,Estádio Nabi Abi Chedid,Brasileirão Série A,/pt-br/match/2204945
2021-10-24,Atlético-MG,2,1,Cuiabá,0.54,0.46,21,7,9,2,0.54,0.46,Estadio Mineirão,Brasileirão Série A,/pt-br/match/2204938
2021-10-24,Internacional,2,2,Corinthians,0.49,0.51,11,13,6,2,0.33,0.67,Estadio Beira-Rio,Brasileirão Série A,/pt-br/match/2204942
2021-10-23,Fortaleza,3,0,Athletico Paranaense,0.54,0.46,16,13,7,4,0.56,0.44,Castelão,Brasileirão Série A,/pt-br/match/2204937
2021-10-23,Fluminense,3,1,Flamengo,0.27,0.73,11,16,6,3,0.52,0.48,Estadio do Maracanã,Brasileirão Série A,/pt-br/match/2204940
2021-10-23,Juventude,0,0,Ceará,0.63,0.37,26,4,8,2,0.49,0.52,Alfredo Jaconi,Brasileirão Série A,/pt-br/match/2204943
2021-10-23,Santos,0,2,América-MG,0.49,0.51,14,16,6,4,0.55,0.45,Estádio Vila Belmiro (Urbano Caldeira),Brasileirão Série A,/pt-br/match/2204946
2021-10-18,São Paulo,1,0,Corinthians,0.45,0.55,8,10,2,2,0.48,0.52,Estadio Cicero Pompeu de Toledo (Morumbi),Brasileirão Série A,/pt-br/match/2204936
2021-10-17,Flamengo,0,0,Cuiabá,0.71,0.29,16,2,4,0,0.46,0.54,Estadio do Maracanã,Brasileirão Série A,/pt-br/match/2204932
2021-10-17,Sport Recife,0,0,Santos,0.46,0.54,14,10,3,2,0.52,0.48,Ilha do Retiro,Brasileirão Série A,/pt-br/match/2204935
2021-10-17,Atlético-GO,2,1,Atlético-MG,0.36,0.64,9,22,4,3,0.43,0.57,Estádio Antônio Accioly,Brasileirão Série A,/pt-br/match/2204929
2021-10-17,Ceará,2,2,Red Bull Bragantino,0.59,0.41,23,19,9,6,0.58,0.42,Castelão,Brasileirão Série A,/pt-br/match/2204930
2021-10-17,Grêmio,3,2,Juventude,0.55,0.45,14,6,7,3,0.5,0.5,Grêmio Arena,Brasileirão Série A,/pt-br/match/2204933
2021-10-17,Athletico Paranaense,0,1,Fluminense,0.52,0.48,16,6,6,2,0.5,0.5,Arena da Baixada,Brasileirão Série A,/pt-br/match/2204928
